k,row_fold,col_fold,var_explained,feature_set,method,method_label,space,scheme,n,p
21,0,2,0.5017029291265743,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
21,0,3,0.5058514897197501,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
21,1,0,0.5138386535174466,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
21,1,1,0.5216215786238794,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
21,1,2,0.5165770786912289,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
21,1,3,0.5172551657062038,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
21,2,0,0.500068653255779,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
21,2,1,0.5148970555894526,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
21,2,2,0.5126626396152612,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
21,2,3,0.5123382532035547,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
21,3,0,0.47925611439113447,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
21,3,1,0.5017189667956992,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
21,3,2,0.49878110211256843,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
21,3,3,0.48908070881265897,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,0,0,0.49140872373036815,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,0,1,0.5135226894564258,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,0,2,0.5013831313341828,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,0,3,0.5119371791357428,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,1,0,0.5097280019771504,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,1,1,0.5119100923142086,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,1,2,0.5133057797216775,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,1,3,0.51471202566349,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,2,0,0.5054048795124425,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,2,1,0.5175139236163253,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,2,2,0.5065600040094558,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,2,3,0.506530239749204,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,3,0,0.4779189677167923,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,3,1,0.4984759350607072,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,3,2,0.4920738568516029,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
22,3,3,0.48822465825713623,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
23,0,0,0.48567372242103224,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
23,0,1,0.5047269820066136,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
